,title,year,certificate,duration,genre,rating,description,votes
1101,Isekai Ojisan,(2022– ),TV-MA,24 min,"Animation, Comedy, Fantasy",7.4,"Takafumi's uncle wakes after a 17-year coma. He had actually gone to another world, and has returned with magical powers. But now that he's back, Takafumi must help him to survive in his home world.",489
1102,The K2,(2016),TV-14,60 min,"Drama, Romance, Thriller",7.8,"Kim Je Ha is a former soldier for hire. He is also called K2. He is hired as a bodyguard by Choi Yoo Jin. Choi Yoo Jin is the wife of Jang Se Joon, who is running for president. Meanwhile, ...                See full summary »","6,554"
1103,Mat Kilau,(2022),,117 min,"Action, Adventure, Drama",5.8,The film is inspired by the epic Malaysian historical figure Mat Kilau who had fought against the British colonists in Pahang before independence.,"1,269"
1104,Anon,(I) (2018),TV-MA,100 min,"Crime, Mystery, Sci-Fi",6.1,"In a world without anonymity or crime, a detective meets a woman who threatens their security.","44,630"
1105,Super Dark Times,(2017),Not Rated,103 min,"Crime, Drama, Horror",6.6,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence.","23,376"
1106,Malevolent,(III) (2018),TV-MA,89 min,"Horror, Mystery, Thriller",4.8,A team of scam artists get more than they bargained for when a job at a haunted country estate gets out of hand.,"14,116"
1107,"See No Evil, Hear No Evil",(1989),R,103 min,"Comedy, Crime",6.8,"Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.","54,756"
1108,She-Ra and the Princesses of Power,(2018–2020),TV-Y7-FV,30 min,"Animation, Action, Adventure",7.9,"She-Ra, Princess of Power, leads a rebellion to free her land of Etheria from the monstrous invaders the Horde.","15,996"
1109,The Gift,(2019–2021),TV-MA,40 min,"Drama, Fantasy, Mystery",7.0,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,"22,064"
1110,The War of the Worlds,(2019),TV-14,48 min,"Drama, History, Sci-Fi",5.1,"In London during the Edwardian era, George and Amy's attempt to start a life together is interrupted by a Martian invasion of Earth.","9,281"
1111,Hotel Del Luna,(2019),,80 min,"Action, Comedy, Drama",8.1,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.","9,013"
1112,The Tinder Swindler,(2022),TV-MA,114 min,"Documentary, Crime",7.1,"Posing as a wealthy, jet-setting diamond mogul, he wooed women online, then conned them out of millions of dollars. Now some victims plan for payback.","64,227"
1113,World on Fire,(2019– ),TV-14,57 min,"Drama, War",7.2,WWII drama centered on the lives of ordinary people affected by the war.,"5,267"
1114,The King: Eternal Monarch,(2020),TV-14,70 min,"Fantasy, Mystery, Romance",8.1,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","11,564"
1115,Rust and Bone,(2012),R,120 min,"Drama, Romance",7.4,"Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","67,766"
1116,22 July,(2018),R,143 min,"Crime, Drama, History",6.8,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.","34,106"
1117,Baby,(2018–2020),TV-MA,50 min,Drama,6.8,"A coming-of-age story that explores the unseen lives of Roman high schoolers. Loosely inspired by a true story, the series follows a group of Parioli teenagers as they defy society in their search for identity and independence","11,399"
1118,The SpongeBob Movie: Sponge on the Run,(2020),PG,91 min,"Animation, Adventure, Comedy",5.9,"After SpongeBob's beloved pet snail Gary is snail-napped, he and Patrick embark on an epic adventure to The Lost City of Atlantic City to bring Gary home.","18,264"
1119,Dumbo,(1941),G,64 min,"Animation, Adventure, Drama",7.2,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.","131,896"
1120,Jaadugar,(2022),TV-14,167 min,"Comedy, Drama, Fantasy",7.0,"Magic Meenu, a small-time magician in Neemuch, M.P., has to win a local football tournament in order to marry the girl he loves.","9,354"
1121,You People,(2023),,,"Comedy, Romance",,"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",
1122,Alexa & Katie,(2018–2020),TV-Y7,25 min,"Comedy, Drama",7.4,Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.,"5,036"
1123,The Painted Veil,(2006),PG-13,125 min,"Drama, Romance",7.4,"A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.","93,122"
1124,That Time I Got Reincarnated as a Slime,(2018– ),TV-PG,25 min,"Animation, Action, Adventure",8.2,Average 37-year-old Minami Satoru dies and is reincarnated as the most unremarkable creature imaginable-a slime.,"10,271"
1125,Deadly Class,(2018–2019),TV-MA,60 min,"Action, Adventure, Comedy",7.5,"A coming-of-age story set against the backdrop of late 1980s counterculture, which follows a disillusioned teen recruited into a storied high school for assassins.","17,740"
1126,Dangerous,(III) (2021),R,99 min,"Action, Thriller",5.1,"A reformed sociopath journeys to a remote island to investigate the mystery behind his brother's demise, but soon ends up facing off with more than he bargained for.","6,128"
1127,I Spit on Your Grave 2,(2013),R,106 min,"Horror, Thriller",5.7,"When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge.","30,034"
1128,SAS: Red Notice,(2021),R,124 min,"Action, Thriller",5.2,A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,"18,605"
1129,My Little Pony: Friendship Is Magic,(2010–2020),TV-Y,22 min,"Animation, Adventure, Comedy",7.6,"After learning that her friends, as well as herself, are the magical Elements of Harmony, studious unicorn Twilight Sparkle is sent by her mentor, Princess Celestia, to Ponyville to study the magic of friendship with help from her friends.","21,074"
1130,The Figo Affair: The Transfer that Changed Football,(2022),TV-MA,105 min,"Documentary, Sport",7.1,This documentary spotlights one of the most contentious deals in football history and the extraordinary player at the center of the storm: Luís Figo.,"3,044"
1131,Raising Dion,(2019–2022),TV-G,50 min,"Drama, Sci-Fi",7.1,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,"15,055"
1132,Chappelle's Show,(2003–2006),TV-MA,22 min,"Comedy, Music",8.8,Comedian Dave Chappelle hosts this sketch-comedy show that parodies many of the nuances of race and culture.,"64,313"
1133,Cam,(2018),TV-MA,94 min,"Drama, Horror, Mystery",5.9,"Alice, an ambitious camgirl, wakes up one day to discover she's been replaced on her show with an exact replica of herself.","32,081"
1134,Eternally Confused and Eager for Love,(2022– ),TV-MA,22 min,"Comedy, Romance",6.7,"An awkward 24-year old named Ray, navigating through life with the help of his 'inner voice'.","1,866"
1135,Taken 3,(2014),PG-13,108 min,"Action, Crime, Thriller",6.0,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","192,711"
1136,Better Watch Out,(II) (2016),R,89 min,"Comedy, Horror, Thriller",6.5,"On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.","38,454"
1137,Away,(2020),TV-14,50 min,"Drama, Romance, Sci-Fi",6.6,An American astronaut struggles with leaving her husband and daughter behind to embark on a dangerous mission with an international space crew.,"24,095"
1138,The Wind Rises,(2013),PG-13,126 min,"Animation, Biography, Drama",7.7,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","85,688"
1139,The Bletchley Circle,(2012–2014),TV-14,45 min,"Crime, Drama, History",7.9,"In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.","12,671"
1140,Miss Bala,(2019),PG-13,104 min,"Action, Crime, Drama",5.8,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.","11,438"
1141,Knives Out 3,(2024),,,"Comedy, Crime, Drama",,Plot unknown. Sequel to 'Glass Onion: A Knives Out Mystery'.,
1142,Mowgli: Legend of the Jungle,(2018),PG-13,104 min,"Adventure, Drama, Fantasy",6.5,"A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins.","62,142"
1143,Fire Force,(2019– ),TV-14,23 min,"Animation, Action, Drama",7.6,A superhuman firefighter force is formed to deal with supernatural fire incidents.,"7,213"
1144,Keep Sweet: Pray and Obey,(2022),TV-MA,192 min,"Documentary, Crime",7.3,Examines the rise of Warren Jeffs in the Fundamentalist Church of Jesus Christ of Latter-Day Saints and his shocking criminal case.,"11,304"
1145,Castle in the Sky,(1986),PG,125 min,"Animation, Adventure, Family",8.0,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,"165,884"
1146,The Package,(II) (2018),TV-MA,94 min,"Comedy, Thriller",5.5,"When a group of teenage friends go on a spring break camping trip, an unfortunate accident sets off a race against time to save their friend's most prized possession.","18,386"
1147,Wish Dragon,(2021),PG,98 min,"Animation, Adventure, Comedy",7.2,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"26,608"
1148,A Model Family,(2022– ),TV-MA,45 min,"Crime, Drama, Thriller",6.6,"After unwittingly stealing money from a cartel, a cash-strapped professor finds the only way to save his broken family is by working as a drug courier.",818
1149,The Professor and the Madman,(2019),Not Rated,124 min,"Biography, Drama, History",7.2,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.","46,052"
1150,Nausicaä of the Valley of the Wind,(1984),PG,117 min,"Animation, Adventure, Sci-Fi",8.0,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,"168,797"
1151,Masters of the Universe: Revelation,(2021– ),TV-PG,25 min,"Animation, Action, Adventure",5.3,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,"26,753"
1152,Circle,(II) (2015),Not Rated,87 min,"Drama, Horror, Mystery",6.0,"Held captive and faced with their imminent executions, fifty strangers are forced to choose the one person among them who deserves to live.","56,467"
